Education Record_id,Employee_id,Institution Country,Education Level,institution_name,degree_title,field_of_study,graduation_date
16282,16282,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Computer Science,2025-06-30
16283,16283,Ghana,Diploma,University of Ghana,HND,Business Administration,1998-06-30
16284,16284,Ghana,Doctoral Degree,Ashesi University,PhD,Economics,2013-06-30
16285,16285,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Business Administration,2025-06-30
16286,16286,Canada,Master's Degree,University of Toronto,MSc,Business Administration,2018-06-30
16287,16287,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,2016-06-30
16288,16288,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Economics,1987-06-30
16289,16289,United Kingdom,Master's Degree,University of London,MSc,Data Analytics,2024-06-30
16290,16290,Ghana,Diploma,Ashesi University,HND,Business Administration,2013-06-30
16291,16291,Ghana,Diploma,Accra Technical University,HND,Data Analytics,2021-06-30
16292,16292,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2002-06-30
16293,16293,Ghana,Master's Degree,Ashesi University,MA,Business Administration,2022-06-30
16294,16294,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Data Analytics,2015-06-30
16295,16295,United Kingdom,Master's Degree,University of London,MBA,Business Administration,2010-06-30
16296,16296,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Engineering,1992-06-30
16297,16297,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2024-06-30
16298,16298,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Information Technology,2006-06-30
16299,16299,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,2009-06-30
16300,16300,United Kingdom,Diploma,University of London,HND,Data Analytics,2006-06-30
16301,16301,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2015-06-30
16302,16302,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2001-06-30
16303,16303,Ghana,Diploma,Ashesi University,HND,Economics,2005-06-30
16304,16304,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2018-06-30
16305,16305,Ghana,Diploma,University of Ghana,HND,Engineering,2020-06-30
16306,16306,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2018-06-30
16307,16307,Ghana,Master's Degree,Ashesi University,MSc,Business Administration,2000-06-30
16308,16308,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Computer Science,2009-06-30
16309,16309,Ghana,Master's Degree,Ashesi University,MA,Business Administration,1998-06-30
16310,16310,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2021-06-30
16311,16311,United Kingdom,Master's Degree,University of London,MSc,Computer Science,2006-06-30
16312,16312,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,1998-06-30
16313,16313,Ghana,Diploma,University of Cape Coast,HND,Information Technology,2019-06-30
16314,16314,Canada,Bachelor's Degree,University of Toronto,BSc,Economics,2017-06-30
16315,16315,Ghana,Master's Degree,Accra Technical University,MSc,Economics,1998-06-30
16316,16316,United Kingdom,Diploma,University of London,HND,Economics,2025-06-30
16317,16317,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,1989-06-30
16318,16318,South Africa,Master's Degree,University of Cape Town,MA,Business Administration,2023-06-30
16319,16319,United Kingdom,Master's Degree,University of London,MBA,Economics,1996-06-30
16320,16320,Ghana,Master's Degree,Ashesi University,MSc,Engineering,2025-06-30
16321,16321,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2002-06-30
16322,16322,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Business Administration,2025-06-30
16323,16323,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2009-06-30
16324,16324,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Business Administration,2010-06-30
16325,16325,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,2018-06-30
16326,16326,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2022-06-30
16327,16327,Ghana,Master's Degree,University of Ghana,MSc,Computer Science,2016-06-30
16328,16328,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,2025-06-30
16329,16329,Ghana,Master's Degree,Accra Technical University,MBA,Information Technology,2013-06-30
16330,16330,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,2004-06-30
16331,16331,Ghana,Doctoral Degree,University of Ghana,PhD,Computer Science,1996-06-30
16332,16332,Ghana,Doctoral Degree,Ashesi University,PhD,Engineering,2023-06-30
16333,16333,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2013-06-30
16334,16334,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,1996-06-30
16335,16335,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2006-06-30
16336,16336,South Africa,Diploma,University of Cape Town,HND,Computer Science,2018-06-30
16337,16337,Ghana,Master's Degree,Accra Technical University,MSc,Information Technology,1996-06-30
16338,16338,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,2002-06-30
16339,16339,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Engineering,1993-06-30
16340,16340,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,2025-06-30
16341,16341,Ghana,Master's Degree,Ashesi University,MBA,Economics,2022-06-30
16342,16342,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Information Technology,2020-06-30
16343,16343,Ghana,Diploma,University of Cape Coast,HND,Business Administration,2024-06-30
16344,16344,Ghana,Doctoral Degree,Accra Technical University,PhD,Data Analytics,2015-06-30
16345,16345,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Information Technology,2014-06-30
16346,16346,Ghana,Doctoral Degree,University of Ghana,PhD,Business Administration,1996-06-30
16347,16347,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2026-06-30
16348,16348,Ghana,Master's Degree,Accra Technical University,MSc,Economics,1987-06-30
16349,16349,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Physics,2002-06-30
16350,16350,Ghana,Diploma,Accra Technical University,HND,Economics,1998-06-30
16351,16351,United Kingdom,Doctoral Degree,University of London,PhD,Business Administration,2012-06-30
16352,16352,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,1989-06-30
16353,16353,Ghana,Master's Degree,Ashesi University,MBA,Information Technology,2016-06-30
16354,16354,Ghana,Master's Degree,Ashesi University,MSc,Information Technology,2007-06-30
16355,16355,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Economics,2025-06-30
16356,16356,Ghana,Diploma,Accra Technical University,HND,Data Analytics,2015-06-30
16357,16357,Ghana,Diploma,Accra Technical University,HND,Computer Science,2008-06-30
16358,16358,Ghana,Doctoral Degree,Ashesi University,PhD,Business Administration,2021-06-30
16359,16359,South Africa,Master's Degree,University of Cape Town,MSc,Economics,2012-06-30
16360,16360,Ghana,Master's Degree,University of Cape Coast,MA,Data Analytics,2021-06-30
16361,16361,Ghana,Doctoral Degree,Ashesi University,PhD,Information Technology,2020-06-30
16362,16362,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Data Analytics,2024-06-30
16363,16363,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2014-06-30
16364,16364,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,1996-06-30
16365,16365,Ghana,Doctoral Degree,University of Ghana,PhD,Engineering,2004-06-30
16366,16366,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Business Administration,1991-06-30
16367,16367,Canada,Doctoral Degree,University of Toronto,PhD,Engineering,2011-06-30
16368,16368,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Economics,1991-06-30
16369,16369,Ghana,Doctoral Degree,University of Cape Coast,PhD,Economics,2010-06-30
16370,16370,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2000-06-30
16371,16371,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,1996-06-30
16372,16372,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2017-06-30
16373,16373,Ghana,Bachelor's Degree,Ashesi University,BSc,Engineering,2021-06-30
16374,16374,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Engineering,1994-06-30
16375,16375,Ghana,Master's Degree,University of Cape Coast,MSc,Data Analytics,2006-06-30
16376,16376,Ghana,Master's Degree,University of Ghana,MPhil,Computer Science,2015-06-30
16377,16377,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Business Administration,2014-06-30
16378,16378,Canada,Doctoral Degree,University of Toronto,PhD,Information Technology,2005-06-30
16379,16379,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,2015-06-30
16380,16380,United Kingdom,Doctoral Degree,University of London,PhD,Economics,2000-06-30
16381,16381,Ghana,Doctoral Degree,University of Ghana,PhD,Economics,1999-06-30
16382,16382,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,2022-06-30
16383,16383,Ghana,Diploma,Accra Technical University,HND,Business Administration,1998-06-30
16384,16384,Ghana,Master's Degree,University of Cape Coast,MPhil,Engineering,1997-06-30
16385,16385,Ghana,Diploma,Ashesi University,HND,Computer Science,2009-06-30
16386,16386,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MA,Data Analytics,2025-06-30
16387,16387,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,2024-06-30
16388,16388,Ghana,Diploma,Accra Technical University,HND,Economics,2011-06-30
16389,16389,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2005-06-30
16390,16390,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,2002-06-30
16391,16391,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2009-06-30
16392,16392,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Business Administration,2025-06-30
16393,16393,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,2011-06-30
16394,16394,South Africa,Master's Degree,University of Cape Town,MBA,Business Administration,1998-06-30
16395,16395,United Kingdom,Bachelor's Degree,University of London,BSc,Computer Science,1989-06-30
16396,16396,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,1999-06-30
16397,16397,South Africa,Doctoral Degree,University of Cape Town,PhD,Information Technology,1998-06-30
16398,16398,Ghana,Diploma,University of Cape Coast,HND,Engineering,2016-06-30
16399,16399,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2025-06-30
16400,16400,Ghana,Master's Degree,Accra Technical University,MA,Data Analytics,2004-06-30
16401,16401,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Information Technology,2009-06-30
16402,16402,South Africa,Bachelor's Degree,University of Cape Town,BSc,Information Technology,2026-06-30
16403,16403,Ghana,Diploma,Ashesi University,HND,Economics,1992-06-30
16404,16404,Canada,Master's Degree,University of Toronto,MSc,Business Administration,1995-06-30
16405,16405,Canada,Master's Degree,University of Toronto,MSc,Engineering,1997-06-30
16406,16406,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2005-06-30
16407,16407,Ghana,Diploma,University of Cape Coast,HND,Business Administration,1994-06-30
16408,16408,Ghana,Master's Degree,Accra Technical University,MBA,Data Analytics,2023-06-30
16409,16409,Ghana,Master's Degree,University of Ghana,MPhil,Computer Science,1988-06-30
16410,16410,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,1999-06-30
16411,16411,Ghana,Bachelor's Degree,Accra Technical University,BSc,Business Administration,2024-06-30
16412,16412,Ghana,Master's Degree,University of Ghana,MBA,Economics,2007-06-30
16413,16413,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2021-06-30
16414,16414,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2011-06-30
16415,16415,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,1996-06-30
16416,16416,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MA,Business Administration,2026-06-30
16417,16417,Ghana,Master's Degree,Accra Technical University,MSc,Information Technology,1999-06-30
16418,16418,Ghana,Diploma,Accra Technical University,HND,Economics,2025-06-30
16419,16419,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2003-06-30
16420,16420,Ghana,Diploma,University of Ghana,HND,Information Technology,1987-06-30
16421,16421,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,2006-06-30
16422,16422,Ghana,Master's Degree,Ashesi University,MSc,Economics,2000-06-30
16423,16423,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,1990-06-30
16424,16424,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,2016-06-30
16425,16425,Ghana,Master's Degree,Accra Technical University,MSc,Engineering,2022-06-30
16426,16426,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2017-06-30
16427,16427,Ghana,Master's Degree,University of Cape Coast,MA,Business Administration,1994-06-30
16428,16428,Ghana,Master's Degree,Ashesi University,MBA,Data Analytics,1987-06-30
16429,16429,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,2015-06-30
16430,16430,United States,Bachelor's Degree,Massachusetts Institute of Technology,BA,Business Administration,1999-06-30
16431,16431,Canada,Doctoral Degree,University of Toronto,PhD,Economics,2017-06-30
16432,16432,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Information Technology,2010-06-30
16433,16433,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2006-06-30
16434,16434,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,2011-06-30
16435,16435,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2020-06-30
16436,16436,Ghana,Diploma,Ashesi University,HND,Business Administration,1997-06-30
16437,16437,Ghana,Master's Degree,Accra Technical University,MA,Data Analytics,2016-06-30
16438,16438,Ghana,Master's Degree,University of Cape Coast,MBA,Business Administration,2024-06-30
16439,16439,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2016-06-30
16440,16440,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2000-06-30
16441,16441,South Africa,Master's Degree,University of Cape Town,MSc,Computer Science,2003-06-30
16442,16442,United Kingdom,Master's Degree,University of London,MSc,Computer Science,2021-06-30
16443,16443,Ghana,Master's Degree,Ashesi University,MPhil,Engineering,2020-06-30
16444,16444,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,1997-06-30
16445,16445,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2014-06-30
16446,16446,Canada,Master's Degree,University of Toronto,MPhil,Engineering,1994-06-30
16447,16447,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Information Technology,2021-06-30
16448,16448,United States,Diploma,Massachusetts Institute of Technology,HND,Business Administration,1993-06-30
16449,16449,Ghana,Master's Degree,Accra Technical University,MA,Data Analytics,2022-06-30
16450,16450,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Engineering,2025-06-30
16451,16451,Ghana,Diploma,University of Ghana,HND,Business Administration,1989-06-30
16452,16452,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Engineering,1993-06-30
16453,16453,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Engineering,1995-06-30
16454,16454,Ghana,Diploma,Accra Technical University,HND,Information Technology,2010-06-30
16455,16455,Ghana,Diploma,Accra Technical University,HND,Business Administration,2006-06-30
16456,16456,Ghana,Master's Degree,Accra Technical University,MSc,Information Technology,2025-06-30
16457,16457,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2008-06-30
16458,16458,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Computer Science,2013-06-30
16459,16459,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,1999-06-30
16460,16460,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Physics,1994-06-30
16461,16461,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,1995-06-30
16462,16462,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,2025-06-30
16463,16463,South Africa,Bachelor's Degree,University of Cape Town,BSc,Information Technology,2001-06-30
16464,16464,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Information Technology,2025-06-30
16465,16465,South Africa,Doctoral Degree,University of Cape Town,PhD,Engineering,2002-06-30
16466,16466,United Kingdom,Master's Degree,University of London,MA,Data Analytics,2024-06-30
16467,16467,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,1995-06-30
16468,16468,United States,Master's Degree,Massachusetts Institute of Technology,MSc,Information Technology,2002-06-30
16469,16469,Ghana,Diploma,Accra Technical University,HND,Computer Science,2009-06-30
16470,16470,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Engineering,1998-06-30
16471,16471,United Kingdom,Doctoral Degree,University of London,PhD,Economics,2001-06-30
16472,16472,Ghana,Master's Degree,Ashesi University,MPhil,Computer Science,2007-06-30
16473,16473,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2021-06-30
16474,16474,Ghana,Master's Degree,Ashesi University,MSc,Information Technology,2026-06-30
16475,16475,Ghana,Master's Degree,Ashesi University,MSc,Economics,2021-06-30
16476,16476,Ghana,Master's Degree,University of Ghana,MA,Data Analytics,2024-06-30
16477,16477,South Africa,Master's Degree,University of Cape Town,MPhil,Engineering,2002-06-30
16478,16478,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2025-06-30
16479,16479,Ghana,Diploma,Ashesi University,HND,Data Analytics,2019-06-30
16480,16480,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2001-06-30
16481,16481,Canada,Bachelor's Degree,University of Toronto,BSc,Data Analytics,2020-06-30
16482,16482,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2025-06-30
16483,16483,Ghana,Master's Degree,Ashesi University,MSc,Data Analytics,2024-06-30
16484,16484,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Engineering,2017-06-30
16485,16485,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2002-06-30
16486,16486,Ghana,Master's Degree,University of Cape Coast,MPhil,Engineering,2014-06-30
16487,16487,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,1996-06-30
16488,16488,Ghana,Diploma,University of Cape Coast,HND,Engineering,2009-06-30
16489,16489,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2012-06-30
16490,16490,Ghana,Master's Degree,University of Cape Coast,MSc,Business Administration,2005-06-30
16491,16491,Ghana,Doctoral Degree,Ashesi University,PhD,Engineering,1996-06-30
16492,16492,Canada,Doctoral Degree,University of Toronto,PhD,Economics,1999-06-30
16493,16493,South Africa,Diploma,University of Cape Town,HND,Information Technology,2022-06-30
16494,16494,Canada,Bachelor's Degree,University of Toronto,BSc,Computer Science,2023-06-30
16495,16495,South Africa,Doctoral Degree,University of Cape Town,PhD,Computer Science,1989-06-30
16496,16496,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Engineering,2022-06-30
16497,16497,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Engineering,2016-06-30
16498,16498,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,1989-06-30
16499,16499,Ghana,Diploma,Ashesi University,HND,Economics,2025-06-30
16500,16500,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,1995-06-30
16501,16501,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,2003-06-30
16502,16502,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Information Technology,1987-06-30
16503,16503,United Kingdom,Master's Degree,University of London,MPhil,Computer Science,2026-06-30
16504,16504,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2024-06-30
16505,16505,Ghana,Master's Degree,University of Cape Coast,MSc,Business Administration,2009-06-30
16506,16506,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Computer Science,2003-06-30
16507,16507,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2013-06-30
16508,16508,Ghana,Bachelor's Degree,Ashesi University,BSc,Engineering,2005-06-30
16509,16509,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Computer Science,2001-06-30
16510,16510,Ghana,Bachelor's Degree,University of Ghana,BSc,Business Administration,2016-06-30
16511,16511,Ghana,Diploma,Accra Technical University,HND,Computer Science,2020-06-30
16512,16512,Ghana,Diploma,Accra Technical University,HND,Business Administration,2000-06-30
16513,16513,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2005-06-30
16514,16514,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Data Analytics,1990-06-30
16515,16515,Ghana,Master's Degree,Accra Technical University,MA,Data Analytics,2023-06-30
16516,16516,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,1993-06-30
16517,16517,South Africa,Master's Degree,University of Cape Town,MBA,Business Administration,2021-06-30
16518,16518,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,2020-06-30
16519,16519,Ghana,Master's Degree,Accra Technical University,MBA,Computer Science,2025-06-30
16520,16520,Ghana,Doctoral Degree,Accra Technical University,PhD,Engineering,1988-06-30
16521,16521,Canada,Master's Degree,University of Toronto,MSc,Economics,2008-06-30
16522,16522,United States,Diploma,Massachusetts Institute of Technology,HND,Business Administration,1994-06-30
16523,16523,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Data Analytics,2025-06-30
16524,16524,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,1995-06-30
16525,16525,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2026-06-30
16526,16526,Ghana,Diploma,Accra Technical University,HND,Business Administration,2024-06-30
16527,16527,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Computer Science,1989-06-30
16528,16528,Ghana,Master's Degree,Accra Technical University,MSc,Information Technology,2016-06-30
16529,16529,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Economics,2013-06-30
16530,16530,United Kingdom,Master's Degree,University of London,MPhil,Engineering,2013-06-30
16531,16531,Ghana,Doctoral Degree,Accra Technical University,PhD,Business Administration,2013-06-30
16532,16532,Ghana,Doctoral Degree,Accra Technical University,PhD,Information Technology,1991-06-30
16533,16533,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2005-06-30
16534,16534,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,2010-06-30
16535,16535,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2008-06-30
16536,16536,United Kingdom,Master's Degree,University of London,MPhil,Engineering,1994-06-30
16537,16537,Ghana,Diploma,Accra Technical University,HND,Engineering,2002-06-30
16538,16538,Canada,Diploma,University of Toronto,HND,Computer Science,1987-06-30
16539,16539,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,2025-06-30
16540,16540,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Engineering,2017-06-30
16541,16541,Ghana,Master's Degree,Accra Technical University,MSc,Information Technology,1998-06-30
16542,16542,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2017-06-30
16543,16543,United Kingdom,Bachelor's Degree,University of London,BSc,Data Analytics,2008-06-30
16544,16544,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Economics,2016-06-30
16545,16545,Ghana,Master's Degree,University of Ghana,MSc,Engineering,2003-06-30
16546,16546,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2004-06-30
16547,16547,Ghana,Diploma,Ashesi University,HND,Computer Science,1988-06-30
16548,16548,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Data Analytics,1995-06-30
16549,16549,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,2025-06-30
16550,16550,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Data Analytics,2013-06-30
16551,16551,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Engineering,2011-06-30
16552,16552,Ghana,Master's Degree,University of Cape Coast,MSc,Business Administration,2014-06-30
16553,16553,South Africa,Bachelor's Degree,University of Cape Town,BA,Business Administration,2005-06-30
16554,16554,Ghana,Diploma,University of Ghana,HND,Data Analytics,2025-06-30
16555,16555,Ghana,Diploma,Ashesi University,HND,Engineering,1994-06-30
16556,16556,South Africa,Master's Degree,University of Cape Town,MBA,Information Technology,2021-06-30
16557,16557,United Kingdom,Diploma,University of London,HND,Business Administration,1996-06-30
16558,16558,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Data Analytics,2021-06-30
16559,16559,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2026-06-30
16560,16560,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2013-06-30
16561,16561,Ghana,Master's Degree,University of Cape Coast,MSc,Economics,1992-06-30
16562,16562,Ghana,Master's Degree,University of Cape Coast,MBA,Data Analytics,2016-06-30
16563,16563,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,2007-06-30
16564,16564,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2025-06-30
16565,16565,United Kingdom,Bachelor's Degree,University of London,BSc,Business Administration,2025-06-30
16566,16566,Ghana,Doctoral Degree,Accra Technical University,PhD,Business Administration,2005-06-30
16567,16567,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2016-06-30
16568,16568,Ghana,Diploma,Ashesi University,HND,Computer Science,2000-06-30
16569,16569,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,2023-06-30
16570,16570,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,2017-06-30
16571,16571,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2017-06-30
16572,16572,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Computer Science,2010-06-30
16573,16573,United States,Bachelor's Degree,Massachusetts Institute of Technology,BA,Business Administration,2025-06-30
16574,16574,Canada,Bachelor's Degree,University of Toronto,BSc,Data Analytics,2015-06-30
16575,16575,Ghana,Diploma,University of Ghana,HND,Economics,2020-06-30
16576,16576,Ghana,Diploma,Ashesi University,HND,Information Technology,2024-06-30
16577,16577,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2013-06-30
16578,16578,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2025-06-30
16579,16579,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2012-06-30
16580,16580,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,1996-06-30
16581,16581,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2010-06-30
16582,16582,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Business Administration,2013-06-30
16583,16583,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2001-06-30
16584,16584,United Kingdom,Master's Degree,University of London,MBA,Business Administration,2004-06-30
16585,16585,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Information Technology,1989-06-30
16586,16586,Ghana,Doctoral Degree,Accra Technical University,PhD,Information Technology,1987-06-30
