employee_id,year,performance_score,projects_completed,training_hours,attendance_rate ,bonus_awarded
10476,2022,4.64,3,65,95.81,No
10476,2023,4.65,4,57,95.24,Yes
10476,2024,4.46,9,58,89.14,Yes
10476,2025,4.57,9,72,99.26,No
10477,2021,4.34,8,34,93.12,No
10477,2022,4.01,1,17,90.67,Yes
10477,2023,3.89,8,18,87.78,No
10477,2024,3.86,3,17,88.43,No
10477,2025,3.93,4,15,86.12,Yes
10478,2021,4.1,6,36,97.73,Yes
10478,2022,3.94,10,62,87.89,Yes
10478,2023,3.88,5,53,95.37,Yes
10478,2024,3.93,1,48,90.31,No
10478,2025,4.05,4,38,97.6,No
10479,2021,3.93,7,68,97.11,No
10479,2022,4.11,6,52,95.34,No
10479,2023,4.2,3,52,92.93,Yes
10479,2024,4.25,9,70,88.98,No
10479,2025,3.72,5,66,90.04,No
10480,2021,3.65,2,48,96.7,No
10480,2022,2.95,2,41,89.69,Yes
10480,2023,3.68,1,46,87.49,No
10480,2024,2.93,4,34,90.71,Yes
10480,2025,3.39,4,34,97.87,No
10481,2021,3.67,7,45,97.92,Yes
10481,2022,3.26,7,65,97.79,Yes
10481,2023,3.68,2,68,94.12,Yes
10481,2024,3.86,7,61,96.27,No
10481,2025,3.85,9,63,87.9,No
10482,2021,3.09,6,29,95.79,No
10482,2022,2.55,5,20,93.35,Yes
10482,2023,2.69,1,37,97.7,No
10482,2024,2.55,2,14,95.68,Yes
10482,2025,3.06,5,23,97.84,Yes
10483,2021,3.78,8,80,94.4,No
10483,2022,3.46,3,81,87.26,No
10483,2023,3.51,7,73,96.46,Yes
10483,2024,3.83,8,63,87,No
10483,2025,3.41,4,77,98.92,Yes
10484,2021,2.31,5,55,96.73,No
10484,2022,2.56,1,72,86.85,Yes
10484,2023,2.58,3,56,85.69,Yes
10484,2024,3.04,2,55,87.32,Yes
10484,2025,2.65,1,63,97.38,Yes
10485,2021,3.63,3,30,91.83,No
10485,2022,3.36,9,50,86.93,No
10485,2023,3.71,9,43,98.76,Yes
10485,2024,3.72,6,47,92.89,Yes
10485,2025,3.57,5,39,86.39,Yes
10486,2021,3.54,9,52,94.93,Yes
10486,2022,3.74,1,68,94.35,Yes
10486,2023,3.64,10,67,94.28,Yes
10486,2024,3.62,1,68,88.81,No
10486,2025,3.54,10,63,94.2,No
10487,2021,3.31,8,15,96.28,Yes
10487,2022,3.37,4,38,96.33,No
10487,2023,3.13,1,42,91.01,Yes
10487,2024,3.7,6,34,91.3,No
10487,2025,3.33,1,24,91.02,No
10488,2021,3.92,4,53,97.3,Yes
10488,2022,4.32,5,41,98.05,Yes
10488,2023,3.7,2,26,85.22,Yes
10488,2024,4.23,3,27,89.95,Yes
10488,2025,3.58,4,37,89.36,Yes
10489,2021,4.74,2,24,88.96,No
10489,2022,4.84,8,46,97.96,No
10489,2023,4.6,4,42,99.01,No
10489,2024,4.2,7,41,88.74,Yes
10489,2025,4.17,6,23,98.39,Yes
10490,2021,2.85,6,57,94.33,Yes
10490,2022,3.39,4,71,88.03,No
10490,2023,3.29,9,54,91.01,Yes
10490,2024,3.39,8,44,90.83,No
10490,2025,3.44,3,48,96.58,No
10491,2021,3.87,2,92,87.63,Yes
10491,2022,3.34,1,72,91.62,No
10491,2023,3.37,10,77,98.1,Yes
10491,2024,3.78,3,80,88.85,No
10491,2025,3.58,2,73,99.31,Yes
10492,2021,2.97,7,80,96.31,Yes
10492,2022,2.74,7,84,90.63,No
10492,2023,3.3,9,65,98.21,No
10492,2024,2.78,2,78,93.99,Yes
10492,2025,2.84,9,76,98.23,Yes
10493,2021,2.79,6,48,87.81,Yes
10493,2022,3.08,3,31,91.86,Yes
10493,2023,3.08,1,56,86.3,Yes
10493,2024,3.03,10,36,88.59,Yes
10493,2025,2.88,4,39,86.01,Yes
10494,2021,4.53,3,54,86.03,Yes
10494,2022,4.32,1,62,85.69,No
10494,2023,3.9,6,37,94.03,No
10494,2024,4.03,4,55,95.97,Yes
10494,2025,3.98,3,49,88.49,No
10495,2021,4.12,6,41,86.37,No
10495,2022,3.75,10,41,88.15,Yes
10495,2023,3.84,5,37,92.72,No
10495,2024,3.75,7,46,91.24,No
10495,2025,3.75,7,40,92.37,Yes
10496,2021,3.77,1,41,87.29,Yes
10496,2022,4,5,45,96.87,Yes
10496,2023,3.72,10,42,88.45,Yes
10496,2024,3.55,6,55,95.18,Yes
10496,2025,3.65,1,64,91.52,No
10497,2021,4.25,4,74,92.31,No
10497,2022,3.7,5,62,91.53,Yes
10497,2023,3.56,2,67,89.98,No
10497,2024,3.86,4,77,88.95,No
10497,2025,3.83,6,61,95.68,No
10498,2021,3.05,9,55,85.28,No
10498,2022,3.79,3,61,97.76,Yes
10498,2023,3.4,9,62,99.18,No
10498,2024,3.62,9,62,88.78,Yes
10498,2025,3.78,3,51,99.22,Yes
10499,2021,2.76,4,87,99.45,Yes
10499,2022,3.11,8,84,92.19,No
10499,2023,3.16,9,78,97.97,Yes
10499,2024,2.65,6,85,90.05,Yes
10499,2025,3.14,10,69,98.85,Yes
10500,2021,4.34,7,72,87.85,Yes
10500,2022,4.74,1,73,97.05,Yes
10500,2023,4.13,1,86,99.35,No
10500,2024,4.41,3,94,99.8,No
10500,2025,4.7,7,88,92.5,No
10501,2021,3.19,6,23,93.52,No
10501,2022,2.9,2,33,98.65,Yes
10501,2023,3.15,7,43,96.63,Yes
10501,2024,3.12,6,27,93.29,Yes
10501,2025,3.1,3,38,90.46,Yes
10502,2021,3.5,7,62,87.35,Yes
10502,2022,3.12,6,86,86.64,Yes
10502,2023,3.66,9,62,94.77,No
10502,2024,3.27,9,72,88.18,No
10502,2025,3.46,5,72,95.04,No
10503,2021,3.85,3,77,94.24,No
10503,2022,4.22,6,66,94.52,No
10503,2023,4.57,5,63,91.24,No
10503,2024,4.26,2,86,92.35,No
10503,2025,4.45,5,70,85.12,Yes
10504,2021,3.4,10,84,98.72,No
10504,2022,3.11,1,74,91.84,Yes
10504,2023,3.59,2,87,89.99,No
10504,2024,3.73,8,68,92.15,No
10504,2025,3.11,3,80,95.29,Yes
10505,2021,3.29,10,34,88.79,Yes
10505,2022,3.74,7,21,99.06,Yes
10505,2023,3.36,4,39,88.55,No
10505,2024,3.77,5,20,86.76,Yes
10505,2025,3.52,2,33,93.79,Yes
10506,2021,3.61,10,74,93.53,Yes
10506,2022,3.03,8,68,99.43,No
10506,2023,3.3,10,67,86.51,No
10506,2024,2.91,8,65,85.06,No
10506,2025,3.25,3,60,97.47,No
10507,2021,4.54,5,35,95.74,Yes
10507,2022,4.52,7,50,99.77,No
10507,2023,4.11,10,43,88.57,No
10507,2024,4.42,7,35,95.49,No
10507,2025,4.32,5,29,87.72,Yes
10508,2021,3.34,1,63,88.34,Yes
10508,2022,3.27,5,47,95.31,Yes
10508,2023,2.85,1,57,88.79,Yes
10508,2024,3.24,3,53,91.92,Yes
10508,2025,3.29,10,46,98.6,No
10509,2021,4.07,10,52,86.25,Yes
10509,2022,3.44,3,64,85.04,No
10509,2023,3.86,7,37,96.76,Yes
10509,2024,3.64,1,56,89.07,No
10509,2025,3.99,10,47,85.4,No
10510,2021,3.64,10,40,99.54,Yes
10510,2022,3.52,6,31,92.66,Yes
10510,2023,3.55,4,39,90.28,Yes
10510,2024,3.46,9,33,92.02,No
10510,2025,3.74,2,35,93.3,No
10511,2021,3.22,9,42,99.38,No
10511,2022,3.27,8,40,95.47,No
10511,2023,2.81,4,27,89.94,Yes
10511,2024,3.32,6,30,97.38,No
10511,2025,2.61,5,33,97.36,Yes
10512,2021,3.52,3,61,95.54,No
10512,2022,3.37,7,83,92.9,Yes
10512,2023,3.52,10,63,96.36,Yes
10512,2024,3.39,5,59,94.74,Yes
10512,2025,3.56,6,68,95.03,Yes
10513,2021,3.94,9,19,93.34,Yes
10513,2022,4.12,8,42,89.61,Yes
10513,2023,4.4,9,35,86.6,No
10513,2024,4.03,7,24,98.23,No
10513,2025,4.55,2,24,93.18,No
10514,2021,4.58,2,71,89.74,No
10514,2022,4.24,1,80,98.37,Yes
10514,2023,4.72,2,77,91.49,Yes
10514,2024,4.28,1,83,85.6,No
10514,2025,4.46,3,93,86.82,No
10515,2021,3.73,9,73,99.07,Yes
10515,2022,4.12,5,48,85.16,No
10515,2023,4.15,9,57,94.92,No
10515,2024,3.98,4,61,95.91,Yes
10515,2025,3.98,2,71,87.24,No
10516,2021,3.79,9,51,90.01,Yes
10516,2022,3.76,1,74,91.53,No
10516,2023,3.48,10,69,96.74,No
10516,2024,3.64,5,53,91.14,No
10516,2025,3.59,6,76,88.48,No
10517,2021,4.65,6,70,92.76,Yes
10517,2022,4.51,1,65,90.41,Yes
10517,2023,4.37,4,87,97.49,Yes
10517,2024,4.32,4,60,90.42,Yes
10517,2025,4.7,1,63,99.81,No
10518,2021,3.54,8,36,96.87,No
10518,2022,3.75,6,19,92.18,Yes
10518,2023,3.75,1,42,95.65,No
10518,2024,3.64,8,16,97.95,Yes
10518,2025,3.49,2,21,99.62,No
10519,2021,3.07,10,43,85.75,No
10519,2022,2.58,6,41,94.29,Yes
10519,2023,2.61,6,47,99,Yes
10519,2024,2.73,3,24,95.11,No
10519,2025,3.18,3,41,86.15,Yes
10520,2021,3.24,8,59,91.73,No
10520,2022,2.92,5,50,87.71,No
10520,2023,3.37,6,58,90,No
10520,2024,3.09,5,77,91.83,No
10520,2025,3.2,10,58,87.97,Yes
10521,2021,2.73,9,96,87.56,No
10521,2022,2.95,4,77,93.6,No
10521,2023,3.32,8,100,90.86,No
10521,2024,3.07,7,86,89.39,No
10521,2025,2.6,5,75,95.45,Yes
10522,2021,3.47,9,47,91.99,Yes
10522,2022,3.64,1,74,87.84,Yes
10522,2023,3.83,6,48,89.95,Yes
10522,2024,3.65,9,51,94.12,No
10522,2025,4.03,7,76,92.24,Yes
10523,2021,3.44,6,86,92.94,No
10523,2022,2.82,1,97,90.42,No
10523,2023,2.83,1,79,88.38,Yes
10523,2024,3.37,6,70,88.09,No
10523,2025,3.36,7,74,96.99,Yes
10524,2021,2.71,10,39,92.22,No
10524,2022,2.7,2,30,91,Yes
10524,2023,2.66,6,29,95.68,No
10524,2024,2.33,2,31,95.25,No
10524,2025,2.59,3,38,88.08,Yes
10525,2021,3.2,5,73,92.33,Yes
10525,2022,2.6,5,83,99.12,Yes
10525,2023,2.85,7,68,89.21,No
10525,2024,3.12,1,70,96,No
10525,2025,3.22,10,73,97.17,Yes
10526,2021,3.2,7,31,88.84,No
10526,2022,2.91,8,45,97.69,No
10526,2023,3.11,8,28,87.3,Yes
10526,2024,3.05,10,35,97.87,No
10526,2025,2.89,10,24,86.04,No
10527,2021,3.15,8,83,91.2,Yes
10527,2022,2.81,1,83,91.33,No
10527,2023,2.9,2,92,91.32,No
10527,2024,2.87,1,68,91.77,No
10527,2025,2.99,9,74,88.76,Yes
10528,2021,3.59,7,25,85.14,Yes
10528,2022,3.32,2,46,89.46,No
10528,2023,3.76,3,20,94.56,Yes
10528,2024,3.59,5,21,91.97,No
10528,2025,3.6,10,22,88.68,Yes
10529,2021,2.65,2,48,87.14,No
10529,2022,3.19,10,47,98,No
10529,2023,2.54,7,26,89.83,Yes
10529,2024,3.22,1,40,92.02,Yes
10529,2025,2.76,10,36,95.38,Yes
10530,2021,4.18,9,71,91.09,No
10530,2022,3.86,7,69,85.91,No
10530,2023,4.31,7,82,95.49,Yes
10530,2024,4.1,9,89,87.94,No
10530,2025,4.25,10,88,99.31,No
10531,2021,3.77,8,37,92.17,Yes
10531,2022,4.01,6,25,95.76,No
10531,2023,3.83,4,29,96.61,Yes
10531,2024,4.18,4,28,88.12,Yes
10531,2025,3.63,6,31,90.74,No
10532,2021,3.38,10,74,93.83,No
10532,2022,3,1,61,94.59,No
10532,2023,3.64,8,75,94.94,Yes
10532,2024,2.93,7,65,94.13,No
10532,2025,3.32,7,63,98.05,Yes
10533,2021,3.59,8,58,87.06,Yes
10533,2022,2.9,10,28,90.8,No
10533,2023,2.86,4,38,85.56,Yes
10533,2024,2.86,2,32,91.13,Yes
10533,2025,3.19,3,41,86.59,Yes
10534,2021,3.29,8,92,91.61,Yes
10534,2022,2.89,8,69,93.62,No
10534,2023,2.81,3,79,99.45,Yes
10534,2024,3.03,7,91,90.64,Yes
10534,2025,3.21,9,88,90.49,No
10535,2021,4.28,8,56,85.57,No
10535,2022,4.38,2,57,92.91,Yes
10535,2023,4.58,7,53,96.79,No
10535,2024,4.26,4,80,90.25,No
10535,2025,4.47,7,53,89.35,Yes
10536,2021,4,1,53,93.39,Yes
10536,2022,4,3,58,97.7,No
10536,2023,4.51,6,62,96.95,No
10536,2024,3.97,9,61,97.63,Yes
10536,2025,4.64,1,73,98.66,No
10537,2021,3.37,4,74,91.56,Yes
10537,2022,2.89,1,78,98.74,No
10537,2023,3.31,6,79,94.36,Yes
10537,2024,2.79,7,64,89.84,Yes
10537,2025,3.27,4,62,89.43,No
10538,2021,3.29,1,64,97.24,No
10538,2022,3.67,4,46,87.81,No
10538,2023,3.58,3,45,90.67,Yes
10538,2024,3.36,2,59,85.15,Yes
10538,2025,3.5,6,53,95.86,Yes
10539,2021,3.8,8,35,99.29,Yes
10539,2022,3.89,5,32,94.69,Yes
10539,2023,4.21,3,39,96.92,No
10539,2024,3.94,9,50,91.55,Yes
10539,2025,4.22,1,58,92.02,No
10540,2021,4.54,5,24,86.63,Yes
10540,2022,4.82,5,32,87.57,Yes
10540,2023,4.74,10,32,86.51,Yes
10540,2024,4.17,1,24,89.08,Yes
10540,2025,4.71,7,43,92.93,No
10541,2021,2.87,7,31,87.61,No
10541,2022,2.43,2,39,85.19,Yes
10541,2023,2.29,2,50,96.26,Yes
10541,2024,2.64,6,42,93.98,Yes
10541,2025,2.96,10,32,97.65,Yes
10542,2021,4.07,8,35,91.7,Yes
10542,2022,4.12,1,40,96.45,Yes
10542,2023,3.64,5,48,86.03,No
10542,2024,3.67,9,65,91.98,Yes
10542,2025,3.94,4,36,87.49,No
10543,2021,3.4,10,30,87.16,No
10543,2022,3.71,3,29,85.3,No
10543,2023,3.97,4,30,85.18,Yes
10543,2024,3.63,2,32,93.79,Yes
10543,2025,4.02,3,53,90.35,No
10544,2021,2.69,5,60,97.98,No
10544,2022,3.16,1,39,91.32,Yes
10544,2023,2.82,9,36,96.16,Yes
10544,2024,2.59,3,45,85.25,No
10544,2025,3.11,4,39,90.41,No
10545,2021,3.36,7,45,93.79,No
10545,2022,3.39,4,27,96.45,Yes
10545,2023,3.26,2,41,93.82,Yes
10545,2024,3.22,8,39,85.01,Yes
10545,2025,3.59,9,29,93.53,No
10546,2021,3.38,4,64,85.26,No
10546,2022,3.03,1,61,86.45,Yes
10546,2023,3.39,4,74,99.36,Yes
10546,2024,3.02,4,68,92.68,Yes
10546,2025,3.23,7,72,90.68,Yes
10547,2021,3.32,6,18,98.73,No
10547,2022,2.98,4,16,92.77,Yes
10547,2023,3.08,5,37,88.13,Yes
10547,2024,3.54,7,22,94.08,No
10547,2025,3.05,1,43,86.18,Yes
10548,2021,4.26,10,71,87.14,No
10548,2022,4.16,1,94,85.86,Yes
10548,2023,4.29,7,97,94.37,No
10548,2024,4.41,4,94,91.66,Yes
10548,2025,4.59,4,77,94.2,Yes
10549,2021,3.24,1,59,99.72,Yes
10549,2022,3.57,1,62,88.09,No
10549,2023,3.36,5,50,91.24,Yes
10549,2024,3.41,10,42,90.35,No
10549,2025,2.89,5,37,97.3,No
10550,2021,3.79,9,68,92.8,Yes
10550,2022,4.17,1,66,92.89,No
10550,2023,4.3,4,67,89.45,Yes
10550,2024,4.01,8,67,91.03,No
10550,2025,3.73,4,85,85.81,No
10551,2021,3.39,9,76,97.97,No
10551,2022,3.61,8,68,90.02,No
10551,2023,2.93,1,58,87.17,No
10551,2024,2.99,9,71,98.08,Yes
10551,2025,3.01,2,62,94.23,No
10552,2021,3.87,10,76,90.81,Yes
10552,2022,4,10,68,98.57,Yes
10552,2023,4.25,2,64,99.23,Yes
10552,2024,3.86,1,46,95.03,Yes
10552,2025,4.15,10,56,90.91,Yes
10553,2021,3.12,7,83,97.61,Yes
10553,2022,2.64,10,75,99.87,Yes
10553,2023,3.14,1,88,95.8,Yes
10553,2024,3.25,8,86,89.16,No
10553,2025,3.18,5,70,91.82,Yes
10554,2021,3.52,3,71,90.83,No
10554,2022,3.23,7,81,98.31,Yes
10554,2023,3.45,2,81,97.5,Yes
10554,2024,3.13,8,72,95.78,Yes
10554,2025,3.02,2,52,98.79,No
10555,2021,2.97,5,94,98.18,Yes
10555,2022,2.34,10,77,94.16,Yes
10555,2023,2.78,8,82,97.13,No
10555,2024,2.85,7,67,98.41,No
10555,2025,2.85,4,83,91.12,No
10556,2021,2.92,7,59,86.51,Yes
10556,2022,3.07,8,59,98.58,Yes
10556,2023,3.12,5,65,88.53,Yes
10556,2024,3.46,10,38,86.44,No
10556,2025,2.8,8,59,91.1,Yes
10557,2021,3.12,3,65,90.31,Yes
10557,2022,2.87,1,64,86.24,Yes
10557,2023,2.99,9,57,97.66,No
10557,2024,2.98,7,60,93.76,No
10557,2025,2.66,5,49,90.72,No
10558,2021,2.45,9,29,92.39,Yes
10558,2022,2.4,10,19,89.16,No
10558,2023,3.02,10,22,94.1,Yes
10558,2024,3,3,25,93,No
10558,2025,3,2,46,87.56,Yes
10559,2021,4.26,5,77,95.13,No
10559,2022,4.38,6,89,91.04,No
10559,2023,4.11,5,80,97.87,Yes
10559,2024,4.09,2,65,94.89,Yes
10559,2025,4.42,5,65,95.04,No
10560,2021,4.31,9,99,88.55,No
10560,2022,4.51,7,93,88.34,No
10560,2023,4.04,2,95,95.71,No
10560,2024,4.04,1,73,88.21,Yes
10560,2025,4.15,6,80,90.89,No
10561,2021,3.79,3,25,91.17,Yes
10561,2022,3.57,2,23,97.42,No
10561,2023,3.6,2,31,97.09,No
10561,2024,3.98,5,20,90.69,No
10561,2025,3.78,9,18,98.04,Yes
10562,2021,4.68,1,85,88.64,No
10562,2022,4.33,9,69,94.8,Yes
10562,2023,4.12,4,72,91.82,No
10562,2024,4.76,9,84,89.22,No
10562,2025,4.13,1,69,88.65,Yes
10563,2021,3.89,3,65,95.81,Yes
10563,2022,4.28,3,52,98,Yes
10563,2023,3.83,3,64,88.21,Yes
10563,2024,3.68,1,50,88.68,No
10563,2025,4.15,4,68,87.89,Yes
10564,2021,3.04,7,57,90.61,No
10564,2022,3.13,5,34,99.01,No
10564,2023,3.21,6,40,87.54,No
10564,2024,3.27,1,58,87.6,Yes
10564,2025,3.12,6,41,89.12,No
10565,2021,4,1,60,99.08,No
10565,2022,4.12,3,53,90.53,No
10565,2023,4.18,3,47,89.12,Yes
10565,2024,4.06,10,56,87.72,Yes
10565,2025,4.04,3,57,85.58,No
10566,2021,4.88,4,79,87.93,Yes
10566,2022,4.46,4,76,94.7,No
10566,2023,4.82,10,69,88.63,Yes
10566,2024,4.45,1,88,94.97,No
10566,2025,4.4,10,73,94.86,Yes
10567,2021,3.16,10,61,99.57,Yes
10567,2022,3.54,10,63,97.16,No
10567,2023,3.16,9,42,96.97,No
10567,2024,3.14,9,64,99.15,Yes
10567,2025,3.66,8,42,91.62,Yes
10568,2021,3.88,7,89,91.65,No
10568,2022,3.91,9,87,97.3,Yes
10568,2023,4.01,6,85,99.86,No
10568,2024,4.17,1,71,89.15,No
10568,2025,3.89,7,81,89.68,Yes
10569,2021,4.56,6,78,89.78,No
10569,2022,4.1,9,62,98.33,No
10569,2023,4.65,6,83,87,No
10569,2024,4.18,8,76,99.84,Yes
10569,2025,4.73,3,74,93.16,No
10570,2021,4.26,4,54,87.91,Yes
10570,2022,4.27,3,79,98.75,Yes
10570,2023,4.02,10,54,94.84,Yes
10570,2024,3.62,5,78,89.1,Yes
10570,2025,3.91,4,66,96.03,No
10571,2021,2.71,10,84,94.23,Yes
10571,2022,2.54,1,70,92.79,Yes
10571,2023,2.75,1,70,90.79,Yes
10571,2024,3.18,9,94,90.42,No
10571,2025,3.18,10,71,93.11,No
10572,2021,2.6,1,41,97.78,No
10572,2022,3.16,1,24,89.22,No
10572,2023,3.07,9,34,90.64,Yes
10572,2024,2.95,10,41,90.37,No
10572,2025,2.72,8,40,87.31,No
10573,2021,3.55,2,94,96.31,No
10573,2022,3.69,6,87,98.82,Yes
10573,2023,3.49,4,90,91.21,No
10573,2024,3.63,5,76,86.86,No
10573,2025,3.76,6,70,85.46,No
10574,2021,3.28,1,85,96.51,Yes
10574,2022,3.53,10,85,94.37,Yes
10574,2023,3.25,10,80,98.86,Yes
10574,2024,3.4,9,90,92.24,No
10574,2025,3.72,8,80,87.75,Yes
10575,2021,2.76,10,89,91.87,No
10575,2022,2.94,5,75,99.29,Yes
10575,2023,2.77,5,79,88.48,Yes
10575,2024,2.98,6,71,85.64,No
10575,2025,2.95,7,70,98.07,No
10576,2021,2.89,5,60,85.24,Yes
10576,2022,2.94,10,70,90.34,No
10576,2023,3.09,7,54,98.33,Yes
10576,2024,2.97,10,56,93.27,No
10576,2025,3.28,1,79,92.25,No
10577,2021,3.11,4,50,90.08,Yes
10577,2022,3.18,4,60,97.63,Yes
10577,2023,2.55,3,48,92.33,No
10577,2024,3.1,4,33,90.25,No
10577,2025,3.25,2,37,86.44,No
10578,2021,4.52,4,47,86.39,No
10578,2022,4.58,5,66,90.02,No
10578,2023,4.82,7,42,97.1,No
10578,2024,4.48,1,61,93.64,Yes
10578,2025,4.87,7,54,89.56,No
10579,2021,3.23,3,44,91.72,No
10579,2022,2.94,5,44,92.23,No
10579,2023,3.19,6,30,89.82,No
10579,2024,3.2,2,32,96.51,No
10579,2025,3.04,9,35,94.43,Yes
10580,2021,2.78,10,57,86.13,No
10580,2022,3.13,9,43,90.78,No
10580,2023,2.85,10,41,91.98,Yes
10580,2024,2.53,2,61,90.24,Yes
10580,2025,2.51,7,64,87.22,Yes
10581,2021,3.79,7,33,90.94,Yes
10581,2022,3.1,10,43,93.06,No
10581,2023,3.63,4,40,94.97,No
10581,2024,3.49,2,16,87.18,Yes
10581,2025,3.68,9,26,98.31,Yes
10582,2021,3.84,3,45,85.17,Yes
10582,2022,4.26,6,62,86.88,No
10582,2023,4.2,8,56,87.51,No
10582,2024,3.87,2,60,87.9,No
10582,2025,4.42,9,38,96.58,No
10583,2021,2.89,1,80,96.42,Yes
10583,2022,2.95,10,58,95.29,No
10583,2023,2.95,8,77,99.08,Yes
10583,2024,3.09,5,87,98.57,Yes
10583,2025,3.05,1,84,93,Yes
10584,2021,4.01,10,51,87.3,No
10584,2022,4.34,6,63,96.1,No
10584,2023,3.78,9,50,86.92,No
10584,2024,3.79,6,58,90.48,No
10584,2025,3.93,1,47,87.39,Yes
10585,2021,2.51,8,50,86.04,No
10585,2022,2.48,1,74,96.92,Yes
10585,2023,2.35,7,78,94.1,No
10585,2024,2.88,1,74,97.45,Yes
10585,2025,2.32,8,55,99.81,No
10586,2021,3.59,1,66,89.31,No
10586,2022,3.85,2,79,87.56,No
10586,2023,3.56,5,79,98.73,Yes
10586,2024,3.74,10,83,93.43,No
10586,2025,3.74,1,68,94.26,Yes
10587,2021,4.14,9,57,86.44,Yes
10587,2022,3.81,9,75,98.95,Yes
10587,2023,4.07,10,52,99.11,Yes
10587,2024,3.5,8,64,95.35,No
10587,2025,3.89,5,64,98.04,No
10588,2021,3.13,1,22,94.18,Yes
10588,2022,3.25,1,44,99.32,Yes
10588,2023,3.62,1,22,93.09,Yes
10588,2024,3.35,10,44,88.14,Yes
10588,2025,3.65,3,40,99.19,Yes
10589,2021,3.59,6,55,85.38,Yes
10589,2022,3.56,5,61,98.82,No
10589,2023,3.15,10,69,85.52,No
10589,2024,3.57,6,46,91.3,Yes
10589,2025,3.21,2,63,92.68,Yes
10590,2021,3.84,3,74,88.74,Yes
10590,2022,3.65,3,72,97.48,No
10590,2023,3.22,1,60,95.5,No
10590,2024,3.2,1,58,93.44,Yes
10590,2025,3.32,5,74,99.59,No
10591,2021,2.9,6,46,96,No
10591,2022,2.49,4,58,92.82,Yes
10591,2023,2.79,2,69,85.26,Yes
10591,2024,2.77,10,47,95.56,No
10591,2025,2.81,3,54,93.85,Yes
10592,2021,3.35,10,59,88.24,Yes
10592,2022,3.01,5,58,88.94,No
10592,2023,2.99,7,39,88.73,No
10592,2024,2.94,8,64,88.33,Yes
10592,2025,2.92,6,55,90.45,Yes
10593,2021,3.53,1,27,87.71,No
10593,2022,3.51,6,25,92.12,Yes
10593,2023,2.95,7,35,96.6,Yes
10593,2024,3.16,5,18,86.92,Yes
10593,2025,2.93,9,39,95.19,Yes
10594,2021,2.61,7,61,91.16,Yes
10594,2022,3.2,4,66,97.44,Yes
10594,2023,2.78,5,62,85.8,Yes
10594,2024,2.57,10,74,92.89,No
10594,2025,2.63,5,63,85.95,No
10595,2021,4.04,4,38,99.64,No
10595,2022,4.15,8,50,91.12,Yes
10595,2023,4.13,8,34,91.11,Yes
10595,2024,4.48,7,26,93.21,Yes
10595,2025,4.3,8,22,85.49,No
10596,2021,2.62,2,37,89.13,No
10596,2022,2.29,10,26,92.96,No
10596,2023,2.8,3,34,96.59,No
10596,2024,2.49,5,40,99.16,Yes
10596,2025,2.91,5,42,99.46,Yes
10597,2021,4.12,3,87,85.86,No
10597,2022,4.23,5,65,98.58,No
10597,2023,4.12,7,66,87.27,Yes
10597,2024,4.42,4,75,86.85,No
10597,2025,4.46,4,70,87.16,No
10598,2021,4.51,1,50,87.57,No
10598,2022,4,9,54,96.4,Yes
10598,2023,3.97,10,65,95.43,Yes
10598,2024,4.04,8,66,88.53,No
10598,2025,4.46,6,50,91.04,No
10599,2021,3.8,5,33,88.6,Yes
10599,2022,4.18,8,53,87.92,No
10599,2023,3.7,9,48,87.52,Yes
10599,2024,3.88,3,33,96.23,Yes
10599,2025,4.23,7,60,99.64,Yes
10600,2021,4.05,1,52,95.3,Yes
10600,2022,3.56,1,80,99.41,Yes
10600,2023,3.86,1,75,88.16,Yes
10600,2024,4.05,6,77,99.17,Yes
10600,2025,4.16,9,65,94.36,Yes
10601,2021,4.36,5,68,91.1,No
10601,2022,4.28,10,70,94.67,Yes
10601,2023,4.44,5,77,99.89,Yes
10601,2024,4.46,7,52,94.64,Yes
10601,2025,4.23,10,69,96.11,No
10602,2021,2.84,7,48,86.97,No
10602,2022,3.19,7,36,91.86,Yes
10602,2023,3.49,9,57,98.72,No
10602,2024,2.82,2,51,88.26,Yes
10602,2025,3.33,1,64,85.64,No
10603,2021,3.6,4,39,87.73,Yes
10603,2022,3.03,6,42,91.71,No
10603,2023,3.23,10,55,98.12,No
10603,2024,2.95,3,57,85.35,Yes
10603,2025,3.32,8,34,90.58,Yes
10604,2021,4.44,5,42,97.41,No
10604,2022,4.18,10,46,99.94,Yes
10604,2023,4.05,3,43,99.79,No
10604,2024,4.24,6,58,96.91,No
10604,2025,4.34,1,52,89.85,Yes
10605,2021,3.29,4,37,96.26,Yes
10605,2022,3.59,6,50,94.32,Yes
10605,2023,3.47,6,54,92.41,Yes
10605,2024,3.2,9,42,90.51,No
10605,2025,3.41,5,41,96.46,No
10606,2021,2.87,10,95,93.79,Yes
10606,2022,3.07,1,91,89.41,No
10606,2023,2.86,10,92,89.27,Yes
10606,2024,3.23,2,88,95.4,Yes
10606,2025,3.04,3,68,85.02,No
10607,2021,3.82,7,47,86.38,Yes
10607,2022,4.26,10,31,88.7,Yes
10607,2023,4.38,6,36,86.93,Yes
10607,2024,3.82,1,42,94.79,No
10607,2025,3.83,8,53,91.57,No
10608,2021,2.91,1,75,98.9,Yes
10608,2022,2.98,7,86,88.47,Yes
10608,2023,2.8,1,81,90.86,Yes
10608,2024,2.7,10,83,91.73,Yes
10608,2025,3.04,3,81,94.31,No
10609,2021,3.4,3,45,95.95,Yes
